order_id,date_of_order,product_id,price,name,quantity
549,2019-03-31 20:07:00,6,0.8,Plain Papadum,1
550,2019-03-31 19:41:00,6,0.8,Plain Papadum,3
3566,2019-03-31 19:04:00,6,0.8,Plain Papadum,1
551,2019-03-31 18:48:00,6,0.8,Plain Papadum,2
552,2019-03-31 18:12:00,6,0.8,Plain Papadum,2
3567,2019-03-31 17:57:00,6,0.8,Plain Papadum,1
3568,2019-03-31 15:02:00,6,0.8,Plain Papadum,4
3569,2019-03-31 11:59:00,7,0.8,Spicy Papadum,1
3570,2019-03-30 21:00:00,6,0.8,Plain Papadum,3
553,2019-03-30 19:58:00,6,0.8,Plain Papadum,3
3571,2019-03-30 19:39:00,6,0.8,Plain Papadum,3
554,2019-03-30 19:27:00,6,0.8,Plain Papadum,6
555,2019-03-30 19:05:00,6,0.8,Plain Papadum,3
3572,2019-03-30 18:52:00,6,0.8,Plain Papadum,4
3572,2019-03-30 18:52:00,7,0.8,Spicy Papadum,4
556,2019-03-30 18:50:00,6,0.8,Plain Papadum,2
557,2019-03-30 18:31:00,6,0.8,Plain Papadum,2
558,2019-03-30 18:23:00,6,0.8,Plain Papadum,2
559,2019-03-30 18:10:00,6,0.8,Plain Papadum,4
3573,2019-03-30 17:55:00,6,0.8,Plain Papadum,3
3574,2019-03-30 17:25:00,7,0.8,Spicy Papadum,2
561,2019-03-29 21:59:00,7,0.8,Spicy Papadum,1
3575,2019-03-29 20:56:00,6,0.8,Plain Papadum,1
564,2019-03-29 20:00:00,6,0.8,Plain Papadum,4
3576,2019-03-29 19:21:00,6,0.8,Plain Papadum,2
565,2019-03-29 19:20:00,6,0.8,Plain Papadum,2
566,2019-03-29 19:19:00,6,0.8,Plain Papadum,6
3577,2019-03-29 19:11:00,6,0.8,Plain Papadum,3
3578,2019-03-29 19:10:00,6,0.8,Plain Papadum,1
567,2019-03-29 19:03:00,6,0.8,Plain Papadum,2
3579,2019-03-29 18:57:00,6,0.8,Plain Papadum,2
568,2019-03-29 18:31:00,6,0.8,Plain Papadum,2
569,2019-03-29 18:21:00,6,0.8,Plain Papadum,4
3580,2019-03-29 18:12:00,6,0.8,Plain Papadum,6
3581,2019-03-29 17:52:00,6,0.8,Plain Papadum,2
570,2019-03-29 17:42:00,6,0.8,Plain Papadum,5
3582,2019-03-29 17:08:00,6,0.8,Plain Papadum,2
571,2019-03-29 15:22:00,6,0.8,Plain Papadum,5
3583,2019-03-28 19:37:00,6,0.8,Plain Papadum,3
572,2019-03-28 19:22:00,6,0.8,Plain Papadum,4
575,2019-03-28 18:40:00,6,0.8,Plain Papadum,6
3584,2019-03-28 17:21:00,6,0.8,Plain Papadum,5
3585,2019-03-27 19:09:00,6,0.8,Plain Papadum,1
3586,2019-03-27 18:32:00,6,0.8,Plain Papadum,4
3587,2019-03-27 18:06:00,6,0.8,Plain Papadum,2
3588,2019-03-26 18:52:00,6,0.8,Plain Papadum,1
578,2019-03-26 17:48:00,6,0.8,Plain Papadum,4
579,2019-03-24 19:29:00,6,0.8,Plain Papadum,4
580,2019-03-24 19:14:00,6,0.8,Plain Papadum,1
581,2019-03-24 18:48:00,6,0.8,Plain Papadum,2
582,2019-03-24 17:45:00,6,0.8,Plain Papadum,6
583,2019-03-24 17:09:00,6,0.8,Plain Papadum,3
3589,2019-03-23 21:18:00,6,0.8,Plain Papadum,2
585,2019-03-23 20:07:00,6,0.8,Plain Papadum,3
3590,2019-03-23 19:51:00,6,0.8,Plain Papadum,3
3590,2019-03-23 19:51:00,7,0.8,Spicy Papadum,1
3591,2019-03-23 19:37:00,6,0.8,Plain Papadum,4
3592,2019-03-23 19:10:00,6,0.8,Plain Papadum,3
3593,2019-03-23 19:06:00,6,0.8,Plain Papadum,2
587,2019-03-23 18:36:00,6,0.8,Plain Papadum,4
588,2019-03-23 18:28:00,6,0.8,Plain Papadum,2
589,2019-03-23 18:01:00,6,0.8,Plain Papadum,4
3594,2019-03-23 17:24:00,6,0.8,Plain Papadum,6
590,2019-03-23 17:10:00,6,0.8,Plain Papadum,8
591,2019-03-22 19:34:00,6,0.8,Plain Papadum,2
594,2019-03-22 18:48:00,6,0.8,Plain Papadum,1
3595,2019-03-22 18:40:00,6,0.8,Plain Papadum,7
3596,2019-03-22 18:31:00,6,0.8,Plain Papadum,2
3597,2019-03-22 18:23:00,6,0.8,Plain Papadum,2
3598,2019-03-22 18:17:00,6,0.8,Plain Papadum,3
595,2019-03-21 20:14:00,6,0.8,Plain Papadum,2
596,2019-03-21 19:15:00,6,0.8,Plain Papadum,4
3599,2019-03-20 19:59:00,6,0.8,Plain Papadum,2
598,2019-03-20 19:06:00,6,0.8,Plain Papadum,1
3600,2019-03-20 18:56:00,6,0.8,Plain Papadum,5
599,2019-03-20 18:24:00,7,0.8,Spicy Papadum,1
599,2019-03-20 18:24:00,6,0.8,Plain Papadum,1
3601,2019-03-19 19:56:00,6,0.8,Plain Papadum,1
601,2019-03-19 18:45:00,7,0.8,Spicy Papadum,1
602,2019-03-19 18:29:00,7,0.8,Spicy Papadum,2
603,2019-03-19 17:27:00,7,0.8,Spicy Papadum,2
604,2019-03-18 20:40:00,6,0.8,Plain Papadum,1
604,2019-03-18 20:40:00,7,0.8,Spicy Papadum,1
3602,2019-03-18 19:18:00,6,0.8,Plain Papadum,2
3603,2019-03-17 17:08:00,6,0.8,Plain Papadum,2
607,2019-03-17 12:04:00,6,0.8,Plain Papadum,2
608,2019-03-16 21:07:00,6,0.8,Plain Papadum,1
3604,2019-03-16 20:38:00,6,0.8,Plain Papadum,1
3605,2019-03-16 19:59:00,6,0.8,Plain Papadum,4
3606,2019-03-16 19:40:00,6,0.8,Plain Papadum,2
609,2019-03-16 19:27:00,6,0.8,Plain Papadum,4
610,2019-03-16 19:09:00,6,0.8,Plain Papadum,2
3607,2019-03-16 19:00:00,6,0.8,Plain Papadum,2
3608,2019-03-16 18:54:00,6,0.8,Plain Papadum,3
611,2019-03-16 18:39:00,6,0.8,Plain Papadum,6
612,2019-03-16 18:16:00,6,0.8,Plain Papadum,4
3609,2019-03-16 13:31:00,6,0.8,Plain Papadum,3
613,2019-03-15 22:26:00,7,0.8,Spicy Papadum,2
3610,2019-03-15 20:35:00,6,0.8,Plain Papadum,2
614,2019-03-15 19:58:00,6,0.8,Plain Papadum,2
615,2019-03-15 19:55:00,6,0.8,Plain Papadum,2
616,2019-03-15 19:53:00,6,0.8,Plain Papadum,4
3611,2019-03-15 19:31:00,6,0.8,Plain Papadum,2
3612,2019-03-15 19:25:00,6,0.8,Plain Papadum,2
617,2019-03-15 19:06:00,6,0.8,Plain Papadum,2
3613,2019-03-15 18:50:00,6,0.8,Plain Papadum,4
3614,2019-03-15 18:41:00,7,0.8,Spicy Papadum,2
3615,2019-03-15 18:41:00,6,0.8,Plain Papadum,2
3616,2019-03-15 18:40:00,6,0.8,Plain Papadum,2
619,2019-03-15 17:54:00,6,0.8,Plain Papadum,4
621,2019-03-13 18:35:00,6,0.8,Plain Papadum,4
623,2019-03-12 20:51:00,7,0.8,Spicy Papadum,2
623,2019-03-12 20:51:00,6,0.8,Plain Papadum,1
3617,2019-03-12 19:53:00,6,0.8,Plain Papadum,2
3618,2019-03-12 19:35:00,6,0.8,Plain Papadum,2
625,2019-03-12 18:54:00,6,0.8,Plain Papadum,4
3619,2019-03-11 18:56:00,6,0.8,Plain Papadum,3
3620,2019-03-11 18:09:00,6,0.8,Plain Papadum,4
626,2019-03-10 20:02:00,6,0.8,Plain Papadum,4
628,2019-03-10 18:12:00,6,0.8,Plain Papadum,4
3621,2019-03-10 13:42:00,6,0.8,Plain Papadum,1
629,2019-03-09 19:37:00,6,0.8,Plain Papadum,6
630,2019-03-09 19:03:00,6,0.8,Plain Papadum,2
631,2019-03-09 18:47:00,6,0.8,Plain Papadum,4
632,2019-03-09 18:40:00,6,0.8,Plain Papadum,4
633,2019-03-09 18:37:00,6,0.8,Plain Papadum,3
3622,2019-03-09 18:14:00,6,0.8,Plain Papadum,2
634,2019-03-09 18:00:00,6,0.8,Plain Papadum,3
3623,2019-03-09 17:35:00,6,0.8,Plain Papadum,4
635,2019-03-09 16:19:00,6,0.8,Plain Papadum,1
3624,2019-03-08 19:18:00,6,0.8,Plain Papadum,2
636,2019-03-08 19:07:00,6,0.8,Plain Papadum,4
637,2019-03-08 19:01:00,6,0.8,Plain Papadum,3
3625,2019-03-08 18:59:00,6,0.8,Plain Papadum,2
638,2019-03-08 18:29:00,6,0.8,Plain Papadum,2
639,2019-03-08 17:59:00,6,0.8,Plain Papadum,4
3626,2019-03-08 17:59:00,6,0.8,Plain Papadum,4
640,2019-03-08 17:52:00,6,0.8,Plain Papadum,3
641,2019-03-08 17:23:00,6,0.8,Plain Papadum,2
3627,2019-03-08 17:16:00,6,0.8,Plain Papadum,1
642,2019-03-08 16:56:00,6,0.8,Plain Papadum,4
643,2019-03-07 19:41:00,6,0.8,Plain Papadum,1
3628,2019-03-06 20:35:00,7,0.8,Spicy Papadum,1
3629,2019-03-06 18:30:00,6,0.8,Plain Papadum,2
646,2019-03-04 19:53:00,6,0.8,Plain Papadum,6
648,2019-03-04 17:41:00,6,0.8,Plain Papadum,4
649,2019-03-03 20:19:00,6,0.8,Plain Papadum,1
650,2019-03-03 18:46:00,6,0.8,Plain Papadum,2
3630,2019-03-03 18:19:00,6,0.8,Plain Papadum,4
651,2019-03-03 18:16:00,6,0.8,Plain Papadum,4
3631,2019-03-03 17:57:00,6,0.8,Plain Papadum,1
652,2019-03-02 20:38:00,6,0.8,Plain Papadum,2
653,2019-03-02 20:02:00,6,0.8,Plain Papadum,6
3632,2019-03-02 19:55:00,6,0.8,Plain Papadum,2
654,2019-03-02 19:47:00,6,0.8,Plain Papadum,2
3633,2019-03-02 19:42:00,6,0.8,Plain Papadum,1
3634,2019-03-02 19:27:00,6,0.8,Plain Papadum,2
655,2019-03-02 19:26:00,6,0.8,Plain Papadum,6
3635,2019-03-02 19:20:00,6,0.8,Plain Papadum,1
3636,2019-03-02 19:11:00,6,0.8,Plain Papadum,2
656,2019-03-02 18:53:00,6,0.8,Plain Papadum,2
3637,2019-03-02 18:46:00,6,0.8,Plain Papadum,1
3638,2019-03-02 18:40:00,6,0.8,Plain Papadum,2
657,2019-03-02 18:35:00,6,0.8,Plain Papadum,1
3639,2019-03-02 17:31:00,6,0.8,Plain Papadum,4
658,2019-03-01 20:23:00,6,0.8,Plain Papadum,2
659,2019-03-01 19:48:00,6,0.8,Plain Papadum,3
660,2019-03-01 19:47:00,6,0.8,Plain Papadum,3
662,2019-03-01 18:41:00,6,0.8,Plain Papadum,4
663,2019-03-01 18:11:00,6,0.8,Plain Papadum,3
3640,2019-03-01 18:07:00,6,0.8,Plain Papadum,3
3641,2019-03-01 17:16:00,6,0.8,Plain Papadum,2
664,2019-03-01 17:07:00,6,0.8,Plain Papadum,4
665,2019-03-01 16:55:00,6,0.8,Plain Papadum,6
3642,2019-02-28 19:08:00,6,0.8,Plain Papadum,2
3643,2019-02-28 17:30:00,6,0.8,Plain Papadum,2
667,2019-02-28 17:21:00,6,0.8,Plain Papadum,1
668,2019-02-27 18:52:00,6,0.8,Plain Papadum,4
3644,2019-02-26 18:14:00,6,0.8,Plain Papadum,3
669,2019-02-26 13:26:00,6,0.8,Plain Papadum,1
669,2019-02-26 13:26:00,7,0.8,Spicy Papadum,1
670,2019-02-25 19:52:00,6,0.8,Plain Papadum,5
672,2019-02-24 19:40:00,6,0.8,Plain Papadum,4
673,2019-02-24 18:36:00,6,0.8,Plain Papadum,2
675,2019-02-24 12:08:00,6,0.8,Plain Papadum,2
676,2019-02-23 21:50:00,6,0.8,Plain Papadum,2
677,2019-02-23 21:35:00,7,0.8,Spicy Papadum,1
678,2019-02-23 20:25:00,6,0.8,Plain Papadum,3
680,2019-02-23 19:23:00,6,0.8,Plain Papadum,1
3645,2019-02-23 19:18:00,6,0.8,Plain Papadum,2
3646,2019-02-23 19:02:00,6,0.8,Plain Papadum,3
681,2019-02-23 18:57:00,6,0.8,Plain Papadum,2
3647,2019-02-23 18:50:00,6,0.8,Plain Papadum,2
3648,2019-02-23 18:47:00,6,0.8,Plain Papadum,2
3649,2019-02-23 18:34:00,6,0.8,Plain Papadum,3
684,2019-02-23 17:26:00,6,0.8,Plain Papadum,2
685,2019-02-23 17:16:00,6,0.8,Plain Papadum,2
687,2019-02-22 18:33:00,6,0.8,Plain Papadum,2
3650,2019-02-22 18:07:00,6,0.8,Plain Papadum,2
688,2019-02-22 17:50:00,6,0.8,Plain Papadum,4
689,2019-02-22 17:34:00,6,0.8,Plain Papadum,2
3651,2019-02-21 18:32:00,6,0.8,Plain Papadum,2
690,2019-02-21 18:22:00,6,0.8,Plain Papadum,4
691,2019-02-20 19:43:00,6,0.8,Plain Papadum,4
692,2019-02-20 18:20:00,6,0.8,Plain Papadum,1
3652,2019-02-19 20:42:00,6,0.8,Plain Papadum,2
3653,2019-02-19 19:54:00,6,0.8,Plain Papadum,1
3653,2019-02-19 19:54:00,7,0.8,Spicy Papadum,1
694,2019-02-19 18:55:00,6,0.8,Plain Papadum,3
3654,2019-02-18 17:46:00,6,0.8,Plain Papadum,4
695,2019-02-17 21:14:00,6,0.8,Plain Papadum,2
696,2019-02-17 17:20:00,6,0.8,Plain Papadum,7
697,2019-02-16 21:44:00,6,0.8,Plain Papadum,1
698,2019-02-16 20:54:00,7,0.8,Spicy Papadum,2
699,2019-02-16 19:55:00,6,0.8,Plain Papadum,3
3655,2019-02-16 19:27:00,6,0.8,Plain Papadum,2
700,2019-02-16 18:45:00,6,0.8,Plain Papadum,3
701,2019-02-16 18:41:00,6,0.8,Plain Papadum,1
702,2019-02-16 18:26:00,6,0.8,Plain Papadum,1
3656,2019-02-16 17:59:00,6,0.8,Plain Papadum,4
704,2019-02-16 17:53:00,6,0.8,Plain Papadum,4
3657,2019-02-16 17:13:00,6,0.8,Plain Papadum,1
3658,2019-02-15 23:00:00,6,0.8,Plain Papadum,4
707,2019-02-15 20:09:00,6,0.8,Plain Papadum,7
707,2019-02-15 20:09:00,7,0.8,Spicy Papadum,1
3659,2019-02-15 18:47:00,6,0.8,Plain Papadum,1
708,2019-02-15 18:35:00,6,0.8,Plain Papadum,3
709,2019-02-15 18:34:00,7,0.8,Spicy Papadum,4
709,2019-02-15 18:34:00,6,0.8,Plain Papadum,2
710,2019-02-15 18:29:00,6,0.8,Plain Papadum,4
711,2019-02-15 18:24:00,6,0.8,Plain Papadum,3
712,2019-02-15 18:16:00,6,0.8,Plain Papadum,2
713,2019-02-15 18:04:00,6,0.8,Plain Papadum,2
714,2019-02-15 17:59:00,6,0.8,Plain Papadum,2
715,2019-02-15 17:58:00,6,0.8,Plain Papadum,1
3660,2019-02-15 17:52:00,6,0.8,Plain Papadum,3
716,2019-02-15 17:08:00,6,0.8,Plain Papadum,4
717,2019-02-14 19:34:00,6,0.8,Plain Papadum,2
3661,2019-02-14 19:11:00,6,0.8,Plain Papadum,3
718,2019-02-14 19:07:00,6,0.8,Plain Papadum,4
3662,2019-02-14 18:54:00,6,0.8,Plain Papadum,2
719,2019-02-14 18:36:00,6,0.8,Plain Papadum,4
721,2019-02-14 18:19:00,6,0.8,Plain Papadum,5
3663,2019-02-14 17:57:00,6,0.8,Plain Papadum,2
3664,2019-02-14 17:48:00,6,0.8,Plain Papadum,2
722,2019-02-14 17:01:00,6,0.8,Plain Papadum,2
723,2019-02-12 18:14:00,6,0.8,Plain Papadum,2
3665,2019-02-12 17:50:00,6,0.8,Plain Papadum,2
3666,2019-02-10 19:47:00,6,0.8,Plain Papadum,14
724,2019-02-10 19:17:00,6,0.8,Plain Papadum,2
3667,2019-02-10 17:30:00,6,0.8,Plain Papadum,5
3668,2019-02-09 21:04:00,6,0.8,Plain Papadum,4
3669,2019-02-09 20:41:00,6,0.8,Plain Papadum,3
727,2019-02-09 19:10:00,6,0.8,Plain Papadum,3
3670,2019-02-09 18:44:00,6,0.8,Plain Papadum,3
3671,2019-02-09 18:37:00,6,0.8,Plain Papadum,2
729,2019-02-09 18:24:00,6,0.8,Plain Papadum,2
729,2019-02-09 18:24:00,7,0.8,Spicy Papadum,1
3672,2019-02-09 18:08:00,6,0.8,Plain Papadum,3
730,2019-02-09 17:58:00,6,0.8,Plain Papadum,8
731,2019-02-09 17:22:00,6,0.8,Plain Papadum,2
732,2019-02-08 21:46:00,6,0.8,Plain Papadum,4
3673,2019-02-08 19:08:00,6,0.8,Plain Papadum,3
3674,2019-02-08 19:05:00,6,0.8,Plain Papadum,4
734,2019-02-08 17:59:00,6,0.8,Plain Papadum,3
735,2019-02-07 18:52:00,6,0.8,Plain Papadum,1
736,2019-02-07 18:30:00,6,0.8,Plain Papadum,1
737,2019-02-07 17:56:00,6,0.8,Plain Papadum,9
739,2019-02-05 21:21:00,7,0.8,Spicy Papadum,2
3675,2019-02-05 20:46:00,6,0.8,Plain Papadum,2
740,2019-02-05 19:20:00,6,0.8,Plain Papadum,1
3676,2019-02-05 17:24:00,6,0.8,Plain Papadum,2
3677,2019-02-03 18:46:00,6,0.8,Plain Papadum,4
742,2019-02-03 18:08:00,6,0.8,Plain Papadum,3
743,2019-02-03 17:24:00,6,0.8,Plain Papadum,7
745,2019-02-02 20:16:00,7,0.8,Spicy Papadum,3
3678,2019-02-02 19:59:00,6,0.8,Plain Papadum,2
746,2019-02-02 19:45:00,6,0.8,Plain Papadum,4
748,2019-02-02 19:41:00,6,0.8,Plain Papadum,3
749,2019-02-02 19:36:00,6,0.8,Plain Papadum,1
3679,2019-02-02 19:18:00,6,0.8,Plain Papadum,2
750,2019-02-02 19:09:00,7,0.8,Spicy Papadum,1
750,2019-02-02 19:09:00,6,0.8,Plain Papadum,2
751,2019-02-02 18:42:00,6,0.8,Plain Papadum,2
3680,2019-02-02 18:31:00,6,0.8,Plain Papadum,2
752,2019-02-02 18:19:00,6,0.8,Plain Papadum,2
752,2019-02-02 18:19:00,6,0.8,Plain Papadum,2
753,2019-02-02 18:10:00,6,0.8,Plain Papadum,4
3681,2019-02-02 17:47:00,6,0.8,Plain Papadum,10
3682,2019-02-02 17:31:00,6,0.8,Plain Papadum,1
754,2019-02-02 17:23:00,6,0.8,Plain Papadum,3
755,2019-02-02 17:02:00,6,0.8,Plain Papadum,3
3683,2019-02-01 22:10:00,6,0.8,Plain Papadum,2
756,2019-02-01 18:59:00,6,0.8,Plain Papadum,3
3684,2019-02-01 18:47:00,6,0.8,Plain Papadum,4
757,2019-02-01 18:23:00,6,0.8,Plain Papadum,3
3685,2019-02-01 18:14:00,6,0.8,Plain Papadum,4
3686,2019-02-01 18:07:00,6,0.8,Plain Papadum,3
758,2019-02-01 18:05:00,6,0.8,Plain Papadum,4
3687,2019-02-01 17:58:00,6,0.8,Plain Papadum,1
3688,2019-02-01 17:25:00,6,0.8,Plain Papadum,4
759,2019-02-01 17:12:00,6,0.8,Plain Papadum,2
3689,2019-01-31 19:22:00,6,0.8,Plain Papadum,2
3690,2019-01-31 19:13:00,6,0.8,Plain Papadum,4
762,2019-01-31 18:11:00,6,0.8,Plain Papadum,1
763,2019-01-31 14:54:00,6,0.8,Plain Papadum,2
3691,2019-01-30 18:17:00,6,0.8,Plain Papadum,4
3692,2019-01-30 17:55:00,6,0.8,Plain Papadum,3
3693,2019-01-30 17:14:00,6,0.8,Plain Papadum,4
764,2019-01-30 16:25:00,6,0.8,Plain Papadum,1
765,2019-01-29 21:00:00,7,0.8,Spicy Papadum,1
766,2019-01-29 19:58:00,7,0.8,Spicy Papadum,2
767,2019-01-29 18:30:00,6,0.8,Plain Papadum,1
768,2019-01-29 18:27:00,6,0.8,Plain Papadum,1
3694,2019-01-28 20:42:00,6,0.8,Plain Papadum,1
770,2019-01-28 19:25:00,6,0.8,Plain Papadum,2
3695,2019-01-28 17:53:00,6,0.8,Plain Papadum,4
771,2019-01-27 21:08:00,6,0.8,Plain Papadum,1
772,2019-01-27 19:03:00,6,0.8,Plain Papadum,3
773,2019-01-26 20:12:00,6,0.8,Plain Papadum,2
774,2019-01-26 19:48:00,7,0.8,Spicy Papadum,2
774,2019-01-26 19:48:00,6,0.8,Plain Papadum,2
3696,2019-01-26 18:43:00,6,0.8,Plain Papadum,2
777,2019-01-26 18:08:00,6,0.8,Plain Papadum,4
780,2019-01-25 20:01:00,6,0.8,Plain Papadum,2
781,2019-01-25 19:10:00,6,0.8,Plain Papadum,3
782,2019-01-25 18:53:00,6,0.8,Plain Papadum,2
784,2019-01-25 18:16:00,6,0.8,Plain Papadum,2
785,2019-01-25 18:16:00,6,0.8,Plain Papadum,2
786,2019-01-25 18:13:00,6,0.8,Plain Papadum,3
787,2019-01-25 18:09:00,6,0.8,Plain Papadum,3
3697,2019-01-24 17:55:00,6,0.8,Plain Papadum,1
3698,2019-01-24 17:38:00,6,0.8,Plain Papadum,8
790,2019-01-23 19:49:00,6,0.8,Plain Papadum,4
791,2019-01-23 18:57:00,6,0.8,Plain Papadum,1
792,2019-01-22 20:38:00,7,0.8,Spicy Papadum,1
793,2019-01-22 19:32:00,6,0.8,Plain Papadum,2
794,2019-01-22 18:01:00,6,0.8,Plain Papadum,2
796,2019-01-19 19:41:00,6,0.8,Plain Papadum,3
799,2019-01-19 19:03:00,6,0.8,Plain Papadum,1
3699,2019-01-19 19:01:00,6,0.8,Plain Papadum,3
3700,2019-01-19 18:53:00,6,0.8,Plain Papadum,1
3701,2019-01-19 18:48:00,6,0.8,Plain Papadum,2
3702,2019-01-19 18:43:00,6,0.8,Plain Papadum,2
800,2019-01-19 18:29:00,6,0.8,Plain Papadum,4
801,2019-01-19 17:22:00,6,0.8,Plain Papadum,2
803,2019-01-19 16:44:00,6,0.8,Plain Papadum,2
805,2019-01-18 21:33:00,7,0.8,Spicy Papadum,1
3703,2019-01-18 20:51:00,6,0.8,Plain Papadum,2
807,2019-01-18 19:33:00,6,0.8,Plain Papadum,3
808,2019-01-18 19:30:00,6,0.8,Plain Papadum,2
3704,2019-01-18 18:25:00,6,0.8,Plain Papadum,4
809,2019-01-18 18:21:00,6,0.8,Plain Papadum,4
810,2019-01-18 18:20:00,6,0.8,Plain Papadum,2
3705,2019-01-18 18:17:00,6,0.8,Plain Papadum,6
812,2019-01-17 19:34:00,6,0.8,Plain Papadum,4
813,2019-01-17 18:47:00,6,0.8,Plain Papadum,1
814,2019-01-17 18:14:00,6,0.8,Plain Papadum,1
815,2019-01-17 17:28:00,6,0.8,Plain Papadum,4
3706,2019-01-16 19:03:00,6,0.8,Plain Papadum,2
3707,2019-01-15 19:12:00,6,0.8,Plain Papadum,2
3708,2019-01-15 17:40:00,6,0.8,Plain Papadum,2
3709,2019-01-14 18:35:00,6,0.8,Plain Papadum,1
3710,2019-01-14 17:46:00,6,0.8,Plain Papadum,1
817,2019-01-14 17:40:00,6,0.8,Plain Papadum,6
818,2019-01-13 19:15:00,6,0.8,Plain Papadum,8
819,2019-01-13 18:36:00,6,0.8,Plain Papadum,4
820,2019-01-13 17:15:00,6,0.8,Plain Papadum,3
821,2019-01-12 21:39:00,6,0.8,Plain Papadum,4
3711,2019-01-12 20:24:00,6,0.8,Plain Papadum,1
822,2019-01-12 20:02:00,6,0.8,Plain Papadum,3
823,2019-01-12 19:30:00,6,0.8,Plain Papadum,2
824,2019-01-12 19:28:00,6,0.8,Plain Papadum,2
3712,2019-01-12 19:05:00,6,0.8,Plain Papadum,2
825,2019-01-12 19:04:00,6,0.8,Plain Papadum,2
826,2019-01-12 18:55:00,6,0.8,Plain Papadum,2
828,2019-01-12 18:15:00,6,0.8,Plain Papadum,2
829,2019-01-12 17:54:00,6,0.8,Plain Papadum,1
830,2019-01-11 19:09:00,6,0.8,Plain Papadum,1
3713,2019-01-11 18:54:00,6,0.8,Plain Papadum,3
833,2019-01-11 18:25:00,6,0.8,Plain Papadum,2
834,2019-01-10 22:21:00,6,0.8,Plain Papadum,2
3714,2019-01-10 19:26:00,6,0.8,Plain Papadum,1
835,2019-01-10 19:10:00,6,0.8,Plain Papadum,4
836,2019-01-08 21:46:00,6,0.8,Plain Papadum,2
837,2019-01-08 21:20:00,7,0.8,Spicy Papadum,1
3715,2019-01-08 18:26:00,6,0.8,Plain Papadum,2
3716,2019-01-05 19:51:00,6,0.8,Plain Papadum,2
839,2019-01-05 19:39:00,6,0.8,Plain Papadum,10
841,2019-01-05 19:07:00,6,0.8,Plain Papadum,4
3717,2019-01-05 18:49:00,7,0.8,Spicy Papadum,1
842,2019-01-05 18:43:00,6,0.8,Plain Papadum,2
843,2019-01-05 18:41:00,6,0.8,Plain Papadum,2
845,2019-01-05 18:14:00,6,0.8,Plain Papadum,4
846,2019-01-05 18:08:00,6,0.8,Plain Papadum,4
3718,2019-01-05 18:02:00,6,0.8,Plain Papadum,2
847,2019-01-05 17:43:00,6,0.8,Plain Papadum,1
3719,2019-01-05 15:50:00,6,0.8,Plain Papadum,3
3720,2019-01-04 20:30:00,6,0.8,Plain Papadum,2
850,2019-01-04 19:12:00,6,0.8,Plain Papadum,2
3721,2019-01-04 18:34:00,6,0.8,Plain Papadum,1
851,2019-01-04 18:20:00,6,0.8,Plain Papadum,2
3722,2019-01-04 18:20:00,6,0.8,Plain Papadum,4
852,2019-01-04 18:07:00,6,0.8,Plain Papadum,3
853,2019-01-04 17:51:00,6,0.8,Plain Papadum,1
854,2019-01-04 17:47:00,6,0.8,Plain Papadum,5
3723,2019-01-03 18:58:00,6,0.8,Plain Papadum,6
855,2019-01-03 17:26:00,6,0.8,Plain Papadum,4
857,2019-01-02 17:44:00,7,0.8,Spicy Papadum,1
858,2019-01-02 17:39:00,6,0.8,Plain Papadum,4
859,2019-01-02 16:51:00,6,0.8,Plain Papadum,2
3724,2019-01-01 20:04:00,6,0.8,Plain Papadum,5
3725,2019-01-01 19:58:00,6,0.8,Plain Papadum,1
3726,2019-01-01 19:52:00,6,0.8,Plain Papadum,1
860,2019-01-01 18:55:00,6,0.8,Plain Papadum,3
861,2019-01-01 16:54:00,6,0.8,Plain Papadum,4
864,2018-12-31 20:54:00,6,0.8,Plain Papadum,4
3727,2018-12-31 19:33:00,6,0.8,Plain Papadum,4
3728,2018-12-31 19:31:00,6,0.8,Plain Papadum,6
865,2018-12-31 19:07:00,6,0.8,Plain Papadum,5
866,2018-12-31 19:05:00,6,0.8,Plain Papadum,3
3729,2018-12-31 18:44:00,7,0.8,Spicy Papadum,2
3730,2018-12-31 18:30:00,6,0.8,Plain Papadum,2
3731,2018-12-31 18:23:00,6,0.8,Plain Papadum,3
867,2018-12-31 18:22:00,6,0.8,Plain Papadum,1
868,2018-12-31 18:17:00,6,0.8,Plain Papadum,3
3732,2018-12-31 17:49:00,6,0.8,Plain Papadum,2
3733,2018-12-31 17:37:00,6,0.8,Plain Papadum,4
871,2018-12-31 16:40:00,6,0.8,Plain Papadum,4
872,2018-12-31 16:29:00,6,0.8,Plain Papadum,5
3734,2018-12-31 15:03:00,7,0.8,Spicy Papadum,3
873,2018-12-30 22:55:00,6,0.8,Plain Papadum,3
3735,2018-12-30 17:58:00,6,0.8,Plain Papadum,7
877,2018-12-30 17:57:00,6,0.8,Plain Papadum,2
879,2018-12-29 17:56:00,6,0.8,Plain Papadum,2
880,2018-12-29 17:33:00,6,0.8,Plain Papadum,2
881,2018-12-29 13:40:00,7,0.8,Spicy Papadum,2
3736,2018-12-28 21:33:00,7,0.8,Spicy Papadum,2
3737,2018-12-28 19:32:00,6,0.8,Plain Papadum,1
882,2018-12-28 19:21:00,6,0.8,Plain Papadum,4
883,2018-12-28 18:34:00,6,0.8,Plain Papadum,7
885,2018-12-27 19:17:00,6,0.8,Plain Papadum,2
886,2018-12-27 19:14:00,6,0.8,Plain Papadum,2
3738,2018-12-27 18:58:00,6,0.8,Plain Papadum,2
